id,channel,text,audio_file,audio_path
422,@minvestvn,Và mình sẽ thử nhìn thấy được là gì?,audio_0422.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0422.wav
423,@jakinatsumi2915,Phải phán diện sẽ xuất hiện và truy đuổi.,audio_0423.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0423.wav
424,@VoizFM,"Tuy nhiên, đa số ý kiến cho rằng về bản chất, người quản lý di sản đã có công trong việc giữ gìn, bảo tồn di sản, làm cho khối di sản không bị hào mòn, hư hỏng, mất mát.",audio_0424.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0424.wav
425,@Spiderum,Cụ thể ở đây là thời suy thoái kinh tế như hiện nay.,audio_0425.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0425.wav
426,@VuTruNguyenThuy,Đường Kron mất một nửa giá trị và tổng sản lượng quốc gia giảm 10%.,audio_0426.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0426.wav
427,@baihoc10phut,"Nhưng nếu bạn theo dõi các video của kênh, bạn sẽ biết tôi là một người rất thích học hỏi.",audio_0427.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0427.wav
428,@TruyenHinhYenBaiYTV,"Hợp tác xã còn hợp tác với Đại học Nông Lâm Thái Nguyên, truyền giao trồng một số cây dược liệu mới và ký hợp đồng tiêu thụ với nhiều doanh nghiệp dược phẩm trong cả nước.",audio_0428.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0428.wav
429,@W2WHorror,"Với cú bắt tay giữa bộ đôi sản xuất và phát hành phim uy tín, phong ấn quỷ dữ hứa hẹn sẽ mang đến những giây phút giật gân, ám ảnh cho khán giả.",audio_0429.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0429.wav
430,@SoiSangBrightSideVietnamese,"Chữ cái S, câu trả lời rõ ràng quá mà.",audio_0430.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0430.wav
431,@PhanTichGame,Sau khi hoàn thành các câu đố.,audio_0431.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0431.wav
432,@haiduongtv247,Xin kính chào quý vị và các bạn.,audio_0432.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0432.wav
433,@FonosVietnam,Này bắt đầu sinh khởi.,audio_0433.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0433.wav
434,@VoizFM,"Một quốc gia, một công ty sản xuất xe hơi và tiền.",audio_0434.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0434.wav
435,@nhatkycuocsong.,"Trong bối cảnh tranh cãi về đoạn ghi âm thu được, Bộ trưởng Quốc phòng Đức nói rằng vụ việc bắt nguồn từ cuộc chiến thông tin của Nga chống lại phương Tây.",audio_0435.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0435.wav
436,@FonosVietnam,"Năm 1992, vào một đêm nọ.",audio_0436.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0436.wav
437,@FonosVietnam,Mình rất muốn được trở lại gian phòng ấy một lần nữa.,audio_0437.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0437.wav
438,@truyenhinhvinhphuc,"Để hoàn thành những đơn hàng, ngay từ đầu năm, doanh nghiệp này đã triển khai nhiều giải pháp cụ thể nhằm nâng cao năng suất lao động.",audio_0438.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0438.wav
439,@KhanhVyOFFICIAL,"Thì trước khi ăn mình cũng sẽ ngước lên bàn thờ Phật và mình sẽ nhắc nhở bản thân là à, phải biết ơn, phải cảm ơn tất cả những gì mình đang có.",audio_0439.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0439.wav
440,@VoizFM,"Tôi bé, mà có lần tôi hát hay điên nỗi, người qua đường thưởng tiền cho tôi đấy.",audio_0440.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0440.wav
441,@PhanTichGame,"Chương trình này xoay quanh một cô bé tên là Amanda và người bạn thân trung thành dần nhút nhát, Wally the Sheep.",audio_0441.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0441.wav
442,@VoizFM,Chủ tịch người sáng lập công ty.,audio_0442.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0442.wav
443,@VoizFM,Về niềm hy vọng.,audio_0443.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0443.wav
444,@AnhBanThan,Ngày mình biết em May là bé gái.,audio_0444.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0444.wav
445,@SoiSangBrightSideVietnamese,Hãy xem lịch kỹ hơn.,audio_0445.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0445.wav
446,@hacthaybachthay,Để mọi người có thể dễ nhớ và dễ áp dụng hơn.,audio_0446.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0446.wav
447,@Spiderum,"So với Nhật Bản và Triều Tiên, Việt Nam chịu ảnh hưởng của văn hóa Trung Hoa nhiều hơn cả.",audio_0447.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0447.wav
448,@NgamRadio,May mắn là người ta đã kịp thời ghi lại những khoảnh khắc khó tin này và chia sẻ chúng với mọi người trên thế giới.,audio_0448.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0448.wav
449,@daylaphegame,Tôi mới ở đây chỉ có vài ngày thôi.,audio_0449.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0449.wav
450,@VoizFM,Chúng tôi hãy làm những gì cần làm.,audio_0450.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0450.wav
451,@TULEMIENTAY,Sau đó mình dùng 1 cây tăm á.,audio_0451.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0451.wav
452,@VoizFM,"Khi tôi nói với nó về ý định xuất bản cuốn sách này và những nỗi lo sợ của mình, con gái tôi đã nói.",audio_0452.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0452.wav
453,@battlecry.khampha,"Thế nhưng theo những công bố mới từ Hamas, họ đã nhận được rất nhiều sự hỗ trợ từ Iran.",audio_0453.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0453.wav
454,@NgamRadio,Và hẹn gặp lại.,audio_0454.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0454.wav
455,@cosu,Điều đáng chú ý nhất là rất nhiều trong số các thí nghiệm ấy đã lên kế hoạch với nhau để cùng tạo ra một sự kiện được gọi là giờ vui vẻ.,audio_0455.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0455.wav
456,@hieu-tv,"Cứ như vậy, nó trở thành một cái vòng lập ngực ngõ, với cái vòng lập mang nguồn.",audio_0456.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0456.wav
457,@PhanTichGame,"Vì vậy, nếu bạn đang lo lắng rằng ở đâu đó có một khu vực tên là Bedroom giữa những thực thể nguy hiểm có khả năng bước vào thực tại mà bạn đang sau, thì đừng lo vì việc đó sẽ không xảy ra.",audio_0457.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0457.wav
458,@FonosVietnam,Không có trường hợp ở giữa.,audio_0458.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0458.wav
459,@FonosVietnam,"Đối với người tổng chỉ huy của chương trình nghiên cứu khoa học quy mô lớn như vậy phải đạt yêu cầu cao, không những vừa phải hiểu kỹ thuật mà còn vừa phải giỏi quản lý.",audio_0459.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0459.wav
460,@VoizFM,"Thứ nhất, quyền nhân thân là quyền dân sự và là quyền dân sự đặc biệt.",audio_0460.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0460.wav
461,@kenhCoVan,Tay vịn vào thành giường.,audio_0461.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0461.wav
462,@ptthquangbinh,Phần dự báo nhiệt độ của cả vùng trong tỉnh sẽ kết thúc bản tin dự báo thời tiết của Đài phát thanh truyền hình Quảng Bình.,audio_0462.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0462.wav
463,@Web5Ngay,Lấy lại sự bình tĩnh là sao?,audio_0463.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0463.wav
464,@FonosVietnam,Tỷ lệ eo trên hông.,audio_0464.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0464.wav
465,@SUCKHOETAMSINH,Dì Hai kêu mình ướp cái bánh xuống nè.,audio_0465.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0465.wav
466,@vanhkhuyenle,Cà tấp phần là khoai tây.,audio_0466.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0466.wav
467,@cosu,Ta nói fan của Cờ Su là tổng hợp một tệp những người xem khó chịu nhất quả đất.,audio_0467.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0467.wav
468,@BoringPPL,"Sau khi truy cập được vào danh sách dữ liệu trong file Excel, bạn cần cho máy tính lập qua thư mục dưới các video bạn đã tải về.",audio_0468.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0468.wav
469,@AnimeRewind.Official,"Không chấp nhận được việc đó, Anubis đã ra tay bảo vệ cha.",audio_0469.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0469.wav
470,@HIEUROTRONG5PHUT-NTKT,Cả hai phe đều không kiểm soát được nó.,audio_0470.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0470.wav
471,@FonosVietnam,"Khi áp dụng tư duy phản biện, chúng ta cố gắng đối xử khách quan và công bằng với những lập luận mà chúng ta thích và không thích.",audio_0471.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0471.wav
472,@Nhantaidaiviet,Thưa sư thần.,audio_0472.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0472.wav
473,@VoizFM,"Nhưng những dịp như thế này luôn khiến tôi bồn trồn, lo lắng.",audio_0473.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0473.wav
474,@FPTBongDaOfficial,"Nhưng hãy nhìn xem, Xhaka và đồng đội đã thi đấu thế nào trước Porto.",audio_0474.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0474.wav
475,@DaNangTV,Đây là dự án trọng điểm có ý nghĩa quan trọng nên phải tập trung thói cửa khó khăn để đại danh tiến độ.,audio_0475.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0475.wav
476,@sunhuynpodcast,Anh nhầm cái gì nhỉ.,audio_0476.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0476.wav
477,@gc.gamelab,Đây là một số youtuber quốc tế khá nổi tiếng trong cộng đồng Hoyoverse nói chung.,audio_0477.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0477.wav
478,@vtc14,Bởi vì trên đó rất thiếu giáo viên tiếng Anh.,audio_0478.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0478.wav
479,@jakinatsumi2915,Và cô ta đã trở về quá khứ.,audio_0479.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0479.wav
480,@cosu,"Trong đó, những khung cảnh tự sáng sẽ thuộc về một cõi không có thật nào đó.",audio_0480.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0480.wav
481,@TuanTienTi2911,Muốn làm cách mạng.,audio_0481.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0481.wav
482,@sunhuynpodcast,Rằng là.,audio_0482.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0482.wav
483,@FonosVietnam,Việc không ngủ của chim cánh cụt hoàng đế được cho là gần với trạng thái thức mà ngủ và có vẻ như bằng cách đó chúng làm giảm tiêu hao năng lượng để tập trung duy trì sự sống cho bản thân và quả trứng của mình.,audio_0483.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0483.wav
484,@SpiderumBooks,Cuốn tiểu thuyết với giọng điệu hóm hình trào lộng dẫn dắt người đọc đi chu ru cùng Alan qua những tình huống giả tưởng làm bật lên cái nhìn tưng tưng về thế giới này.,audio_0484.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0484.wav
485,@HIEUROTRONG5PHUT-NTKT,"Tuy nhiên, với thực lực quân sự hiện nay của Iran, thì một chiến dịch như vậy là vô cùng tốn kém theo cả nghĩa đen và nghĩa bóng.",audio_0485.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0485.wav
486,@baihoc10phut,Và rõ ràng là hai con số này có sự khác biệt khá là lớn đối với nhau.,audio_0486.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0486.wav
487,@SpiderumBooks,"Trước tiên, hãy bước vào những tấm tắt nội dung của cuốn sách tích cực đọc hại.",audio_0487.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0487.wav
488,@duyluandethuong,Ở trong cái tình huống sử dụng chạy AI Local này.,audio_0488.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0488.wav
489,@gc.gamelab,"Là một nhân vật rất được mong chờ tại thời điểm ra mắt, bởi lượng bức mà cô có thể cung cấp là vô cùng ấn tượng so với một nhân vật 4 sao.",audio_0489.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0489.wav
490,@VoizFM,Nên mới được lưu danh bất hủ.,audio_0490.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0490.wav
491,@W2WMovie,Sau khi bắt được Trung.,audio_0491.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0491.wav
492,@VoizFM,Nó có thể làm chúng ta tự hạ thấp bản thân coi thường sự đánh giá tích cực và thường xuyên có những suy nghĩ tiêu cực khiến tự chuốc lấy thất bại.,audio_0492.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0492.wav
493,@VuTruNguyenThuy,"Quá nhiều điều bất thường xảy ra khiến ta tự hỏi, con người có thực sự đang tự làm chủ cuộc sống của mình hay không?",audio_0493.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0493.wav
494,@CosmicWriter,Để giúp cho mình trưởng thành hơn.,audio_0494.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0494.wav
495,@NgamRadio,Hơn 1.700 người háo hức lên chuyến tàu khởi hành từ thủ đô Colombo tới thị trấn Vembiên Gheo để chào đón hai kỳ nghỉ lớn.,audio_0495.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0495.wav
496,@FonosVietnam,Tôi có thể dễ dàng hình dung.,audio_0496.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0496.wav
497,@FonosVietnam,"Bạn giàu có, không phải nhờ may mắn, mà là do đã luôn làm việc chăm chỉ, nỗ lực hoàn thiện bản thân để kịp thời năm bắc khi cơ hội xuất hiện.",audio_0497.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0497.wav
498,@FonosVietnam,"Bất chấp mọi thứ, cuộc tình ấy vẫn kéo dài nhiều năm trời.",audio_0498.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0498.wav
499,@Vietcetera,Tiền khách sạn cũng đắt.,audio_0499.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0499.wav
500,@SachBiQuyetThanhCong,"Trốn việc được giao, chưa bao giờ tăng ca anh ta luôn dồn công việc cho ngày hôm sau.",audio_0500.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0500.wav
501,@duythanhish,Kể cả thông qua việc đóng thuế là việc gì khác.,audio_0501.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0501.wav
502,@Nhantaidaiviet,Mấy lần tôi thấy chị Tô và anh Năm cứ nhìn nhau đầy tình cảm rồi.,audio_0502.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0502.wav
503,@LamVlog,Màu kiếm màu càm.,audio_0503.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0503.wav
504,@FonosVietnam,Xin nói thêm về hấp dẫn giới tính.,audio_0504.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0504.wav
505,@chanthienmybachnien,Trong đó đây là huyệt liên quan đến hậu môn.,audio_0505.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0505.wav
506,@TruyenHinhBinhPhuoc-BPTV,Cô ta còn dùng chân đạp vào bụng cháu Đê.,audio_0506.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0506.wav
507,@TintucBitcoin247,Khả năng ETH chạm mức 3.200 đô la là rất cao vì giá trị của nó vượt lên trên mô hình tăng giá.,audio_0507.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0507.wav
508,@DaiHaNoi-HTV,Nếu không đậu sẽ phải thi lại.,audio_0508.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0508.wav
509,@FonosVietnam,"Vậy nên khi bị cậu nhân viên 17 tuổi mặc đầy trứng cá từ chối, khi mà cậu ta bảo vệ sự trong sạch của cái quầy thu ngân, như thế các hiệp sĩ bảo vệ trinh tiết của các thiếu nữ, bạn có thể cá là bà sẽ sôi máu.",audio_0509.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0509.wav
510,@FonosVietnam,Một đại tác phẩm.,audio_0510.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0510.wav
511,@FonosVietnam,Annika nói.,audio_0511.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0511.wav
512,@KienThucQuanSu,Đây là đặc điểm quan trọng chỉ có ở con người.,audio_0512.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0512.wav
513,@jakinatsumi2915,Chúng ta có thể quan sát tất cả camera ở trong trường rồi.,audio_0513.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0513.wav
514,@kenhCoVan,Còn hơn đi học.,audio_0514.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0514.wav
515,@VOVLiveDocTruyen,"Chà, còn nhỏ gàn cóc tía.",audio_0515.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0515.wav
516,@BaodientuVOV,"Trong ngày chia tay Hanoi FC, tấn trưởng cho biết, tôi muốn nói lời cảm ơn lãnh đạo đội bóng đã tin tưởng và trao cơ hội để tôi quay trở lại thi đấu sau một thời gian tạm nghỉ.",audio_0516.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0516.wav
517,@VuTruNguyenThuy,Hãy tưởng tượng xem một người lớn sẽ bị hiện ra sao khi liên lạc với ai đó đã khuất.,audio_0517.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0517.wav
518,@VoizFM,Nhờ đó mà chó trở nên trung thành và gắn kết hơn với chúng ta.,audio_0518.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0518.wav
519,@NgamRadio,Và đây là cảnh một chiếc pha có động cơ bị hỏng. Nó tìm cách neo đậu khẩn cấp tại càng Santo Domingo.,audio_0519.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0519.wav
520,@Tieubaobaothom,Một loại màu tím và một loại màu xanh.,audio_0520.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0520.wav
521,@VoizFM,Để bảo vệ ngón tay mỗi khi khâu phá.,audio_0521.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0521.wav
522,@battlecry.khampha,Hầu Thì chính là những kẻ bảo kê hung hãn và thiện chiến nhất của Biển Đỏ.,audio_0522.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0522.wav
523,@kenhCoVan,Cốt để diện với gái.,audio_0523.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0523.wav
524,@HIEUROTRONG5PHUT-NTKT,"Các lãnh đạo Liên minh châu Âu cũng chưa thể thúc đẩy gói tài chính hơn 50 tỷ USD hỗ trợ cho Ukraine trong 4 năm tới, sau khi Hungary phủ quyết kế hoạch tháng trước.",audio_0524.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0524.wav
525,@duythanhish,Mà hầu như là yêu cầu 2 thôi.,audio_0525.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0525.wav
526,@truyenhinhgialai,"Công an tỉnh Gia Lai vừa tổ chức lễ công bố các quyết định về tổ chức bộ máy công an tỉnh, bộ máy một số phòng và công tác cán bộ.",audio_0526.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0526.wav
527,@VoizFM,Ngôi chùa trung tâm của phái Hoa Nghiêm.,audio_0527.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_0527.wav
